N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,pressure,PRES_ERROR,PRES_QC,salinity,PSAL_ERROR,PSAL_QC,temperature,TEMP_ERROR,TEMP_QC,TIME_QC,latitude,longitude,date,region
172,2,D,A,6902746,1,96.0,2.4,1,37.287,0.01005,1,25.398,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
173,2,D,A,6902746,1,105.0,2.4,1,37.311,0.01004,1,25.165,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
174,2,D,A,6902746,1,115.0,2.4,1,37.324,0.01006,1,24.955,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
175,2,D,A,6902746,1,126.0,2.4,1,37.333,0.01005,1,24.659,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
176,2,D,A,6902746,1,135.0,2.4,1,37.339,0.01005,1,24.357,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
177,2,D,A,6902746,1,145.0,2.4,1,37.299,0.01004,1,23.848,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
178,2,D,A,6902746,1,155.0,2.4,1,37.267,0.01001,1,23.251,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
179,2,D,A,6902746,1,165.0,2.4,1,37.194,0.01,1,22.545,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
180,2,D,A,6902746,1,175.0,2.4,1,37.144,0.01,1,22.145,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
181,2,D,A,6902746,1,185.0,2.4,1,37.075,0.01,1,21.698,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
182,2,D,A,6902746,1,196.0,2.4,1,37.007,0.01,1,21.133,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
183,2,D,A,6902746,1,205.0,2.4,1,36.987,0.01,1,20.809,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
184,2,D,A,6902746,1,215.0,2.4,1,36.908,0.01,1,20.251,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
185,2,D,A,6902746,1,226.0,2.4,1,36.824,0.01,1,19.824,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
186,2,D,A,6902746,1,236.0,2.4,1,36.738,0.01,1,19.378,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
187,2,D,A,6902746,1,245.0,2.4,1,36.693,0.01,1,19.104,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
188,2,D,A,6902746,1,256.0,2.4,1,36.676,0.01,1,18.924,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
189,2,D,A,6902746,1,266.0,2.4,1,36.632,0.01,1,18.653,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
190,2,D,A,6902746,1,275.0,2.4,1,36.587,0.01,1,18.403,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
191,2,D,A,6902746,1,285.0,2.4,1,36.547,0.01,1,18.14,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
192,2,D,A,6902746,1,296.0,2.4,1,36.529,0.01,1,17.998,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
193,2,D,A,6902746,1,306.0,2.4,1,36.513,0.01,1,17.867,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
194,2,D,A,6902746,1,316.0,2.4,1,36.503,0.01,1,17.736,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
195,2,D,A,6902746,1,326.0,2.4,1,36.478,0.01,1,17.576,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
196,2,D,A,6902746,1,336.0,2.4,1,36.446,0.01,1,17.397,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
197,2,D,A,6902746,1,346.0,2.4,1,36.419,0.01,1,17.251,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
198,2,D,A,6902746,1,363.0,2.4,1,36.346,0.01,1,16.807,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
199,2,D,A,6902746,1,388.0,2.4,1,36.246,0.01,1,16.204,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
200,2,D,A,6902746,1,413.0,2.4,1,36.166,0.01,1,15.707,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
201,2,D,A,6902746,1,437.0,2.4,1,36.089,0.01,1,15.231,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
202,2,D,A,6902746,1,463.0,2.4,1,35.999,0.01,1,14.68,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
203,2,D,A,6902746,1,488.0,2.4,1,35.92,0.01,1,14.237,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
204,2,D,A,6902746,1,513.0,2.4,1,35.787,0.01,1,13.465,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
205,2,D,A,6902746,1,538.0,2.4,1,35.687,0.01,1,12.812,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
206,2,D,A,6902746,1,563.0,2.4,1,35.601,0.01,1,12.205,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
207,2,D,A,6902746,1,588.0,2.4,1,35.544,0.01,1,11.803,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
208,2,D,A,6902746,1,613.0,2.4,1,35.472,0.01,1,11.347,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
209,2,D,A,6902746,1,638.0,2.4,1,35.376,0.01,1,10.706,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
210,2,D,A,6902746,1,663.0,2.4,1,35.239,0.01,1,9.927,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
211,2,D,A,6902746,1,688.0,2.4,1,35.124,0.01,1,9.212,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
212,2,D,A,6902746,1,713.0,2.4,1,35.025,0.01,1,8.586,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
213,2,D,A,6902746,1,738.0,2.4,1,34.959,0.01,1,8.143,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
214,2,D,A,6902746,1,763.0,2.4,1,34.92,0.01,1,7.831,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
215,2,D,A,6902746,1,788.0,2.4,1,34.87,0.01,1,7.44,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
216,2,D,A,6902746,1,813.0,2.4,1,34.828,0.01,1,7.096,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
217,2,D,A,6902746,1,838.0,2.4,1,34.813,0.01,1,6.911,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
218,2,D,A,6902746,1,863.0,2.4,1,34.863,0.01,1,7.036,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
219,2,D,A,6902746,1,888.0,2.4,1,34.865,0.01,1,6.915,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
220,2,D,A,6902746,1,913.0,2.4,1,34.896,0.01,1,6.901,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
221,2,D,A,6902746,1,938.0,2.4,1,34.879,0.01,1,6.689,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
222,2,D,A,6902746,1,963.0,2.4,1,34.869,0.01,1,6.469,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
223,2,D,A,6902746,1,988.0,2.4,1,34.862,0.01,1,6.257,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
224,2,D,A,6902746,1,1013.0,2.4,1,34.832,0.01,1,5.918,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
225,2,D,A,6902746,1,1038.0,2.4,1,34.888,0.01,1,6.054,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
226,2,D,A,6902746,1,1063.0,2.4,1,34.913,0.01,1,6.029,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
227,2,D,A,6902746,1,1088.0,2.4,1,34.933,0.01,1,5.954,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
228,2,D,A,6902746,1,1113.0,2.4,1,34.941,0.01,1,5.864,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
229,2,D,A,6902746,1,1138.0,2.4,1,34.948,0.01,1,5.797,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
230,2,D,A,6902746,1,1163.0,2.4,1,34.959,0.01,1,5.734,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
231,2,D,A,6902746,1,1188.0,2.4,1,34.971,0.01,1,5.646,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
232,2,D,A,6902746,1,1213.0,2.4,1,34.982,0.01,1,5.577,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
233,2,D,A,6902746,1,1238.0,2.4,1,34.993,0.01,1,5.488,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
234,2,D,A,6902746,1,1262.0,2.4,1,35.005,0.01,1,5.376,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
235,2,D,A,6902746,1,1287.0,2.4,1,35.011,0.01,1,5.288,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
236,2,D,A,6902746,1,1313.0,2.4,1,35.016,0.01,1,5.197,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
237,2,D,A,6902746,1,1338.0,2.4,1,35.02,0.01,1,5.13,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
238,2,D,A,6902746,1,1363.0,2.4,1,35.02,0.01,1,5.055,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
239,2,D,A,6902746,1,1387.0,2.4,1,35.022,0.01,1,4.976,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
240,2,D,A,6902746,1,1413.0,2.4,1,35.023,0.01,1,4.912,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
241,2,D,A,6902746,1,1438.0,2.4,1,35.022,0.01,1,4.855,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
242,2,D,A,6902746,1,1462.0,2.4,1,35.022,0.01,1,4.795,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
243,2,D,A,6902746,1,1488.0,2.4,1,35.021,0.01,1,4.731,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
244,2,D,A,6902746,1,1513.0,2.4,1,35.02,0.01,1,4.672,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
245,2,D,A,6902746,1,1538.0,2.4,1,35.019,0.01,1,4.613,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
246,2,D,A,6902746,1,1563.0,2.4,1,35.017,0.01,1,4.541,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
247,2,D,A,6902746,1,1588.0,2.4,1,35.013,0.01,1,4.463,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
248,2,D,A,6902746,1,1613.0,2.4,1,35.009,0.01,1,4.393,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
249,2,D,A,6902746,1,1639.0,2.4,1,35.005,0.01,1,4.339,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
250,2,D,A,6902746,1,1663.0,2.4,1,35.003,0.01,1,4.29,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
251,2,D,A,6902746,1,1688.0,2.4,1,35.001,0.01,1,4.252,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
252,2,D,A,6902746,1,1713.0,2.4,1,34.999,0.01,1,4.196,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
253,2,D,A,6902746,1,1738.0,2.4,1,34.996,0.01,1,4.14,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
254,2,D,A,6902746,1,1763.0,2.4,1,34.993,0.01,1,4.085,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
255,2,D,A,6902746,1,1788.0,2.4,1,34.991,0.01,1,4.035,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
256,2,D,A,6902746,1,1813.0,2.4,1,34.989,0.01,1,3.987,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
257,2,D,A,6902746,1,1838.0,2.4,1,34.989,0.01,1,3.958,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
258,2,D,A,6902746,1,1863.0,2.4,1,34.991,0.01,1,3.934,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
259,2,D,A,6902746,1,1888.0,2.4,1,34.99,0.01,1,3.894,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
260,2,D,A,6902746,1,1913.0,2.4,1,34.988,0.01,1,3.863,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
261,2,D,A,6902746,1,1938.0,2.4,1,34.986,0.01,1,3.819,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
262,2,D,A,6902746,1,1963.0,2.4,1,34.986,0.01,1,3.792,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
263,2,D,A,6902746,1,1986.0,2.4,1,34.985,0.01,1,3.767,0.002,1,1,20.212,-59.99200000000002,2017-07-13 06:53:00,Indian Ocean
264,3,D,A,6902746,1,3.0,2.4,1,35.334,0.01,1,28.197,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
265,3,D,A,6902746,1,4.0,2.4,1,35.333,0.01,1,28.197,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
266,3,D,A,6902746,1,5.0,2.4,1,35.333,0.01,1,28.199,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
267,3,D,A,6902746,1,6.0,2.4,1,35.333,0.01,1,28.198,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
268,3,D,A,6902746,1,7.0,2.4,1,35.333,0.01,1,28.198,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
269,3,D,A,6902746,1,8.0,2.4,1,35.334,0.01,1,28.196,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
270,3,D,A,6902746,1,9.0,2.4,1,35.333,0.01,1,28.198,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
271,3,D,A,6902746,1,10.0,2.4,1,35.336,0.01,1,28.198,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
272,3,D,A,6902746,1,15.0,2.4,1,35.661,0.01,1,28.139,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
273,3,D,A,6902746,1,25.0,2.4,1,36.531,0.01,1,28.218,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
274,3,D,A,6902746,1,36.0,2.4,1,36.88,0.01,1,28.099,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
275,3,D,A,6902746,1,45.0,2.4,1,36.926,0.01,1,27.311,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
276,3,D,A,6902746,1,56.0,2.4,1,37.008,0.01,1,26.578,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
277,3,D,A,6902746,1,65.0,2.4,1,37.068,0.01,1,26.309,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
278,3,D,A,6902746,1,75.0,2.4,1,37.214,0.01,1,26.123,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
279,3,D,A,6902746,1,85.0,2.4,1,37.262,0.01,1,25.877,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
280,3,D,A,6902746,1,95.0,2.4,1,37.264,0.01,1,25.614,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
281,3,D,A,6902746,1,105.0,2.4,1,37.296,0.01,1,25.362,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
282,3,D,A,6902746,1,115.0,2.4,1,37.301,0.01,1,25.124,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
283,3,D,A,6902746,1,125.0,2.4,1,37.325,0.01,1,24.898,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
284,3,D,A,6902746,1,135.0,2.4,1,37.321,0.01,1,24.526,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
285,3,D,A,6902746,1,146.0,2.4,1,37.279,0.01,1,23.683,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
286,3,D,A,6902746,1,155.0,2.4,1,37.245,0.01,1,23.049,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
287,3,D,A,6902746,1,165.0,2.4,1,37.185,0.01,1,22.386,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
288,3,D,A,6902746,1,175.0,2.4,1,37.13,0.01,1,21.891,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
289,3,D,A,6902746,1,186.0,2.4,1,37.053,0.01,1,21.424,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
290,3,D,A,6902746,1,196.0,2.4,1,37.022,0.01,1,21.06,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
291,3,D,A,6902746,1,206.0,2.4,1,36.97,0.01,1,20.689,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
292,3,D,A,6902746,1,216.0,2.4,1,36.905,0.01,1,20.304,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
293,3,D,A,6902746,1,225.0,2.4,1,36.817,0.01,1,19.87,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
294,3,D,A,6902746,1,235.0,2.4,1,36.711,0.01,1,19.375,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
295,3,D,A,6902746,1,245.0,2.4,1,36.659,0.01,1,18.995,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
296,3,D,A,6902746,1,255.0,2.4,1,36.647,0.01,1,18.83,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
297,3,D,A,6902746,1,265.0,2.4,1,36.627,0.01,1,18.678,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
298,3,D,A,6902746,1,276.0,2.4,1,36.599,0.01,1,18.47,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
299,3,D,A,6902746,1,285.0,2.4,1,36.579,0.01,1,18.319,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
300,3,D,A,6902746,1,295.0,2.4,1,36.535,0.01,1,18.054,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
301,3,D,A,6902746,1,306.0,2.4,1,36.498,0.01,1,17.788,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
302,3,D,A,6902746,1,316.0,2.4,1,36.469,0.01,1,17.582,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
303,3,D,A,6902746,1,325.0,2.4,1,36.443,0.01,1,17.42,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
304,3,D,A,6902746,1,335.0,2.4,1,36.414,0.01,1,17.235,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
305,3,D,A,6902746,1,345.0,2.4,1,36.39,0.01,1,17.08,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
306,3,D,A,6902746,1,363.0,2.4,1,36.338,0.01,1,16.758,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
307,3,D,A,6902746,1,388.0,2.4,1,36.252,0.01,1,16.249,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
308,3,D,A,6902746,1,413.0,2.4,1,36.163,0.01,1,15.691,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
309,3,D,A,6902746,1,438.0,2.4,1,36.092,0.01,1,15.243,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
310,3,D,A,6902746,1,463.0,2.4,1,35.991,0.01,1,14.638,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
311,3,D,A,6902746,1,488.0,2.4,1,35.905,0.01,1,14.152,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
312,3,D,A,6902746,1,513.0,2.4,1,35.777,0.01,1,13.412,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
313,3,D,A,6902746,1,538.0,2.4,1,35.718,0.01,1,13.002,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
314,3,D,A,6902746,1,563.0,2.4,1,35.648,0.01,1,12.514,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
315,3,D,A,6902746,1,589.0,2.4,1,35.564,0.01,1,11.946,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
316,3,D,A,6902746,1,613.0,2.4,1,35.476,0.01,1,11.377,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
317,3,D,A,6902746,1,638.0,2.4,1,35.356,0.01,1,10.689,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
318,3,D,A,6902746,1,663.0,2.4,1,35.303,0.01,1,10.308,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
319,3,D,A,6902746,1,688.0,2.4,1,35.198,0.01,1,9.63,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
320,3,D,A,6902746,1,713.0,2.4,1,35.091,0.01,1,8.959,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
321,3,D,A,6902746,1,738.0,2.4,1,35.037,0.01,1,8.555,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
322,3,D,A,6902746,1,763.0,2.4,1,35.0,0.01,1,8.179,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
323,3,D,A,6902746,1,788.0,2.4,1,34.98,0.01,1,7.899,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
324,3,D,A,6902746,1,813.0,2.4,1,34.956,0.01,1,7.592,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
325,3,D,A,6902746,1,838.0,2.4,1,34.889,0.01,1,7.126,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
326,3,D,A,6902746,1,863.0,2.4,1,34.861,0.01,1,6.847,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
327,3,D,A,6902746,1,888.0,2.4,1,34.834,0.01,1,6.589,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
328,3,D,A,6902746,1,913.0,2.4,1,34.816,0.01,1,6.378,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
329,3,D,A,6902746,1,938.0,2.4,1,34.835,0.01,1,6.322,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
330,3,D,A,6902746,1,963.0,2.4,1,34.825,0.01,1,6.111,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
331,3,D,A,6902746,1,988.0,2.4,1,34.843,0.01,1,6.079,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
332,3,D,A,6902746,1,1013.0,2.4,1,34.879,0.01,1,6.092,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
333,3,D,A,6902746,1,1038.0,2.4,1,34.911,0.01,1,6.052,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
334,3,D,A,6902746,1,1064.0,2.4,1,34.925,0.01,1,5.96,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
335,3,D,A,6902746,1,1088.0,2.4,1,34.926,0.01,1,5.806,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
336,3,D,A,6902746,1,1113.0,2.4,1,34.944,0.01,1,5.745,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
337,3,D,A,6902746,1,1138.0,2.4,1,34.959,0.01,1,5.702,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
338,3,D,A,6902746,1,1163.0,2.4,1,34.969,0.01,1,5.631,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
339,3,D,A,6902746,1,1188.0,2.4,1,34.978,0.01,1,5.569,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
340,3,D,A,6902746,1,1213.0,2.4,1,34.985,0.01,1,5.518,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
341,3,D,A,6902746,1,1239.0,2.4,1,34.995,0.01,1,5.445,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
342,3,D,A,6902746,1,1263.0,2.4,1,35.002,0.01,1,5.371,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
343,3,D,A,6902746,1,1288.0,2.4,1,35.007,0.01,1,5.31,0.002,1,1,20.16,-59.803999999999974,2017-07-18 06:49:00,Indian Ocean
